Company,Symbol,Scrip-code,Sector,Industry,Group,Face Value,ISIN No,Issuer Name
Regis Industries Ltd,REGIS,543208,Equity,Active,X ,1,INE745R01024,REGIS INDUSTRIES LIMITED
Billwin Industries Ltd,BILLWIN,543209,Equity,Active,M ,10,INE0CRS01012,Billwin Industries Limited
Aarti Surfactants Ltd,AARTISURF,543210,Equity,Active,B ,10,INE09EO01013,Aarti Surfactants Limited
Bonlon Industries Ltd,BONLON,543211,Equity,Active,T ,10,INE0B9A01018,BONLON INDUSTRIES LIMITED
Borosil Ltd,BOROLTD,543212,Equity,Active,B ,1,INE02PY01013,Borosil Limited
Rossari Biotech Ltd,ROSSARI,543213,Equity,Active,B ,2,INE02A801020,ROSSARI BIOTECH LIMITED
NDR Auto Components Ltd,NDRAUTO,543214,Equity,Active,B ,10,INE07OG01012,NDR Auto Components Limited
Suratwwala Business Group Ltd,SBGLP,543218,Equity,Active,B ,1,INE05ST01028,SURATWWALA BUSINESS GROUP LIMITED
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,ALPL30IETF,543219,Equity,Active,B ,1,INF109KC17V7,ICICI Prudential Mutual Fund
Max Healthcare Institute Ltd,MAXHEALTH,543220,Equity,Active,A ,10,INE027H01010,Max Healthcare Institute Limited
ICICI Prudential Nifty IT ETF,ITIETF,543221,Equity,Active,B ,1,INF109KC16I6,ICICI Prudential Mutual Fund
Max India Ltd,MAXIND,543223,Equity,Active,B ,10,INE0CG601016, Max India Limited
HDFC Nifty Banking ETF,HDFCNIFBAN,543224,Equity,Active,B ,22.33,INF179KC1HY0,HDFC Mutual Fund
UTI NIFTY BANK ETF,BANKBETA,543226,Equity,Active,B ,1,INF789F1AUV1,UTI Mutual Fund
Happiest Minds Technologies Ltd,HAPPSTMNDS,543227,Equity,Active,A ,2,INE419U01012,Happiest Minds Technologies Limited
Route Mobile Ltd,ROUTE,543228,Equity,Active,B ,10,INE450U01017,Route Mobile Limited
Samrat Forgings Ltd,SAMRATFORG,543229,Equity,Active,X ,10,INE412J01010,Samrat Forgings Limited
Advait Energy Transitions Ltd,ADVAIT,543230,Equity,Active,B ,10,INE0ALI01010,ADVAIT ENERGY TRANSITIONS LIMITED
Archidply Decor Ltd,ADL,543231,Equity,Active,B ,10,INE0CHO01012,Archidply Decor Limited
Computer Age Management Services Ltd,CAMS,543232,Equity,Active,A ,2,INE596I01020,Computer Age Management Services Limited
Chemcon Speciality Chemicals Ltd,CHEMCON,543233,Equity,Active,B ,10,INE03YM01018,Chemcon Speciality Chemicals Limited
SecMark Consultancy Ltd,SECMARK,543234,Equity,Active,B ,10,INE0BTM01013,Secmark Consultancy Limited
Angel One Ltd,ANGELONE,543235,Equity,Active,A ,1,INE732I01021,ANGEL ONE LIMITED
Atam Valves Ltd,ATAM,543236,Equity,Active,B ,10,INE09KD01013,Atam Valves Limited
Mazagon Dock Shipbuilders Ltd,MAZDOCK,543237,Equity,Active,A ,5,INE249Z01020,Mazagon Dock Shipbuilders Limited
UTI Asset Management Company Ltd,UTIAMC,543238,Equity,Active,A ,10,INE094J01016,UTI Asset Management Company Limited
G M Polyplast Ltd,GMPL,543239,Equity,Active,M ,10,INE0E2801015,G M Polyplast Limited
Likhitha Infrastructure Ltd,LIKHITHA,543240,Equity,Active,B ,5,INE060901027,Likhitha Infrastructure Limited
Veer Global Infraconstruction Ltd,VGIL,543241,Equity,Active,T ,10,INE244W01010,Veer Global Infraconstruction Limited
Hemisphere Properties India Ltd,HEMIPROP,543242,Equity,Active,B ,10,INE0AJG01018,Hemisphere Properties India Limited
Equitas Small Finance Bank Ltd,EQUITASBNK,543243,Equity,Active,A ,10,INE063P01018,Equitas Small Finance Bank Limited
Shine Fashions (India) Ltd,SHINEFASH,543244,Equity,Active,M ,5,INE0BLY01023,Shine Fashions (India) Limited
Gland Pharma Ltd,GLAND,543245,Equity,Active,A ,1,INE068V01023, Gland Pharma Limited
Mirae Asset Nifty 100 ESG Sector Leaders ETF,ESG,543246,Equity,Active,B ,17.5,INF769K01GS9,Mirae Asset Mutual Fund
Net Pix Shorts Digital Media Ltd,NETPIX,543247,Equity,Active,TS,10,INE0D5F01013,Net Pix Shorts Digital Media Limited
Restaurant Brands Asia Ltd,RBA,543248,Equity,Active,A ,10,INE07T201019,Restaurant Brands Asia Limited
Tarc Ltd,TARC,543249,Equity,Active,B ,2,INE0EK901012,TARC LIMITED
Ravinder Heights Ltd,RVHL,543251,Equity,Active,B ,1,INE09E501017,Ravinder Heights Limited
Fairchem Organics Ltd,FAIRCHEMOR,543252,Equity,Active,B ,10,INE0DNW01011,Fairchem Organics Limited
Mrs. Bectors Food Specialities Ltd,BECTORFOOD,543253,Equity,Active,A ,2,INE495P01020,Mrs. Bectors Food Specialities Limited
Antony Waste Handling Cell Ltd,AWHCL,543254,Equity,Active,B ,5,INE01BK01022,Antony Waste Handling Cell Limited
Nippon India ETF Nifty Infrastructure BeES,INFRABEES,543255,Equity,Active,B ,10,INF732E01268,Nippon India Mutual Fund
Rita Finance and Leasing Ltd,RFLL,543256,Equity,Active,X ,10,INE018S01016,RITA FINANCE AND LEASING LIMITED
Indian Railway Finance Corporation Ltd,IRFC,543257,Equity,Active,A ,10,INE053F01010,Indian Railway Finance Corporation
Indigo Paints Ltd,INDIGOPNTS,543258,Equity,Active,B ,10,INE09VQ01012,Indigo Paints Limited
Home First Finance Company India Ltd,HOMEFIRST,543259,Equity,Active,A ,2,INE481N01025,Home First Finance Company India Limited
Stove Kraft Ltd,STOVEKRAFT,543260,Equity,Active,B ,10,INE00IN01015,STOVE KRAFT LIMITED
MRP Agro Ltd,MRP,543262,Equity,Active,M ,10,INE0D7801012,MRP Agro Limited
SMC Global Securities Ltd,SMCGLOBAL,543263,Equity,Active,B ,2,INE103C01036,SMC Global Securities Limited
Nureca Ltd,NURECA,543264,Equity,Active,B ,10,INE0DSF01015,Nureca Limited
RailTel Corporation of India Ltd,RAILTEL,543265,Equity,Active,A ,10,INE0DD101019,RailTel Corporation of India Limited
Heranba Industries Ltd,HERANBA,543266,Equity,Active,B ,10,INE694N01015,Heranba Industries Limited
Davangere Sugar Company Ltd,DAVANGERE,543267,Equity,Active,B ,1,INE179G01029,Davangere Sugar Company Limited
DRC Systems India Ltd,DRCSYSTEMS,543268,Equity,Active,B ,1,INE03RS01027,DRC Systems India Limited
Adjia Technologies Ltd,ADJIA,543269,Equity,Active,TS,10,INE0G0V01018,Adjia Technologies Limited
MTAR Technologies Ltd,MTARTECH,543270,Equity,Active,A ,10,INE864I01014,MTAR Technologies Limited
Jubilant Ingrevia Ltd,JUBLINGREA,543271,Equity,Active,A ,1,INE0BY001018,Jubilant Ingrevia Limited
Easy Trip Planners Ltd,EASEMYTRIP,543272,Equity,Active,A ,1,INE07O001026,Easy Trip Planners Limited
Knowledge Marine & Engineering Works Ltd,KMEW,543273,Equity,Active,B ,5,INE0CJD01029,Knowledge Marine & Engineering Works Limited
Suumaya Corporation Ltd,SUUMAYA,543274,Equity,Active,MT,10,INE0EMB01015,SUUMAYA CORPORATION LIMITED
Anupam Rasayan India Ltd,ANURAS,543275,Equity,Active,A ,10,INE930P01018,Anupam Rasayan India Limited
Craftsman Automation Ltd,CRAFTSMAN,543276,Equity,Active,A ,5,INE00LO01017,Craftsman Automation Limited
Laxmi Organic Industries Ltd,LXCHEM,543277,Equity,Active,A ,2,INE576O01020,Laxmi Organic Industries Limited
Kalyan Jewellers India Ltd,KALYANKJIL,543278,Equity,Active,A ,10,INE303R01014,Kalyan Jewellers India Limited
Suryoday Small Finance Bank Ltd,SURYODAY,543279,Equity,Active,B ,10,INE428Q01011,Suryoday Small Finance Bank Limited
Nazara Technologies Ltd,NAZARA,543280,Equity,Active,A ,2,INE418L01047,Nazara Technologies Limited
Suvidhaa Infoserve Ltd,SUVIDHAA,543281,Equity,Active,B ,1,INE018401013,Suvidhaa Infoserve Limited
Niks Technology Ltd,NIKSTECH,543282,Equity,Active,TS,10,INE0GX601011,Niks Technology Limited
United Foodbrands Ltd,UFBL,543283,Equity,Active,B ,5,INE382M01027,UNITED FOODBRANDS LIMITED
EKI Energy Services Ltd,EKI,543284,Equity,Active,B ,10,INE0CPR01018,EKI Energy Services Limited
Rajeshwari Cans Ltd,RCAN,543285,Equity,Active,MT,10,INE0CQ101015,Rajeshwari Cans Limited
Jetmall Spices and Masala Ltd,JETMALL,543286,Equity,Active,M ,10,INE0D9X01018,Jetmall Spices and Masala Limited
Lodha Developers Ltd,LODHA,543287,Equity,Active,A ,10,INE670K01029,Lodha Developers Limited
Deep Industries Ltd,DEEPINDS,543288,Equity,Active,B ,5,INE0FHS01024,Deep Industries Limited
Kuberan Global Edu Solutions Ltd,KGES,543289,Equity,Active,TS,10,INE04CO01018,Kuberan Global Edu Solutions Limited
Mirae Asset NYSE FANG+ ETF,MAFANG,543291,Equity,Active,B ,40,INF769K01HF4,Mirae Asset Mutual Fund
ICICI Prudential Nifty Healthcare ETF,HEALTHIETF,543292,Equity,Active,B ,10,INF109KC1Q72,ICICI Prudential Mutual Fund
Vineet Laboratories Ltd,VINEETLAB,543298,Equity,Active,B ,10,INE505Y01010,Vineet Laboratories Limited
Shyam Metalics and Energy Ltd,SHYAMMETL,543299,Equity,Active,A ,10,INE810G01011,Shyam Metalics and Energy Limited
Sona BLW Precision Forgings Ltd,SONACOMS,543300,Equity,Active,A ,10,INE073K01018,Sona BLW Precision Forgings Limited
Dodla Dairy Ltd,DODLA,543306,Equity,Active,A ,10,INE021O01019,Dodla Dairy Limited
Krishna Institute of Medical Sciences Ltd,KIMS,543308,Equity,Active,A ,2,INE967H01025,Krishna Institute of Medical Sciences Limited
Adeshwar Meditex Ltd,ADESHWAR,543309,Equity,Active,M ,10,INE0H8J01015,Adeshwar Meditex Limited
Times Green Energy (India) Ltd,TIMESGREEN,543310,Equity,Active,M ,10,INE0B6101012,Times Green Energy (India) Limited
India Pesticides Ltd,IPL,543311,Equity,Active,B ,1,INE0D6701023,India Pesticides Limited
Focus Business Solution Ltd,FOCUS,543312,Equity,Active,M ,10,INE0DXR01010,Focus Business Solution Limited
G R Infraprojects Ltd,GRINFRA,543317,Equity,Active,A ,5,INE201P01022,G R Infraprojects Limited
Clean Science and Technology Ltd,CLEAN,543318,Equity,Active,A ,1,INE227W01023,Clean Science and Technology Limited
AA Plus Tradelink Ltd,AAPLUSTRAD,543319,Equity,Active,M ,1,INE0C5901022,AA Plus Tradelink Limited
Eternal Ltd,ETERNAL,543320,Equity,Active,A ,1,INE758T01015,Eternal Limited
Tatva Chintan Pharma Chem Ltd,TATVA,543321,Equity,Active,B ,10,INE0GK401011,Tatva Chintan Pharma Chem Limited
Alivus Life Sciences Ltd,ALIVUS,543322,Equity,Active,A ,2,INE03Q201024,ALIVUS LIFE SCIENCES LIMITED
Mirae Asset Nifty Financial Services ETF,BFSI,543323,Equity,Active,B ,10,INF769K01HI8,Mirae Asset Mutual Fund
Gretex Corporate Services Ltd,GCSL,543324,Equity,Active,B ,10,INE199P01028,Gretex Corporate Services Limited
Rolex Rings Ltd,ROLEXRINGS,543325,Equity,Active,B ,1,INE645S01024,Rolex Rings Limited
ICICI Prudential Nifty FMCG ETF,FMCGIETF,543326,Equity,Active,B ,1,INF109KC19V3,ICICI Prudential Mutual Fund
Exxaro Tiles Ltd,EXXARO,543327,Equity,Active,B ,1,INE0GFE01026,Exxaro Tiles Limited
Krsnaa Diagnostics Ltd,KRSNAA,543328,Equity,Active,B ,5,INE08LI01020,Krsnaa Diagnostics Limited
Windlas Biotech Ltd,WINDLAS,543329,Equity,Active,B ,5,INE0H5O01029,Windlas Biotech Limited
Devyani International Ltd,DEVYANI,543330,Equity,Active,A ,1,INE872J01023,Devyani International Limited
Meghmani Organics Ltd,MOL,543331,Equity,Active,B ,1,INE0CT101020,Meghmani Organics Limited
Epigral Ltd,EPIGRAL,543332,Equity,Active,A ,10,INE071N01016,Epigral Limited
CarTrade Tech Ltd,CARTRADE,543333,Equity,Active,A ,10,INE290S01011,CarTrade Tech Limited
Nuvoco Vistas Corporation Ltd,NUVOCO,543334,Equity,Active,A ,10,INE118D01016,Nuvoco Vistas Corporation Limited
Aptus Value Housing Finance India Ltd,APTUS,543335,Equity,Active,A ,2,INE852O01025,Aptus Value Housing Finance India Limited
Chemplast Sanmar Ltd,CHEMPLASTS,543336,Equity,Active,B ,5,INE488A01050,Chemplast Sanmar Limited
Sharpline Broadcast Ltd,SHARPLINE,543341,Equity,Active,X ,10,INE647W01014,SHARPLINE BROADCAST LIMITED
Aashka Hospitals Ltd,AASHKA,543346,Equity,Active,M ,10,INE0EAX01014,Aashka Hospitals Limited
Axis NIFTY IT ETF,AXISTECETF,543347,Equity,Active,B ,100,INF846K01Y96,Axis Mutual Fund
Axis NIFTY Healthcare ETF,AXISHCETF,543348,Equity,Active,B ,10,INF846K01Z12,Axis Mutual Fund
Acutaas Chemicals Ltd,ACUTAAS,543349,Equity,Active,A ,5,INE00FF01025,ACUTAAS CHEMICALS LIMITED
Vijaya Diagnostic Centre Ltd,VIJAYA,543350,Equity,Active,A ,1,INE043W01024,Vijaya Diagnostic Centre Limited
Naapbooks Ltd,NBL,543351,Equity,Active,MS,10,INE0GOA01018,Naapbooks Limited
PlatinumOne Business Services Ltd,POBS,543352,Equity,Active,M ,10,INE0DTJ01015,PlatinumOne Business Services Limited
Axis NIFTY India Consumption ETF,AXISCETF,543357,Equity,Active,B ,10,INF846K016C7,Axis Mutual Fund
Sansera Engineering Ltd,SANSERA,543358,Equity,Active,A ,2,INE953O01021,Sansera Engineering Limited
Prevest Denpro Ltd,PREVEST,543363,Equity,Active,M ,10,INE0GAO01018,Prevest Denpro Limited
Markolines Pavement Technologies Ltd,MARKOLINES,543364,Equity,Active,B ,10,INE0FW001016,Markolines Pavement Technologies Limited
Mirae Asset S&P 500 Top 50 ETF,MASPTOP50,543365,Equity,Active,B ,20,INF769K01HP3,Mirae Asset Mutual Fund
SBL Infratech Ltd,SBLI,543366,Equity,Active,M ,10,INE0DLM01024,SBL Infratech Limited
Paras Defence and Space Technologies Ltd,PARAS,543367,Equity,Active,A ,5,INE045601023,Paras Defence and Space Technologies Limited
Getalong Enterprise Ltd,GETALONG,543372,Equity,Active,MT,1,INE0H1201020,Getalong Enterprise Limited
Shri Venkatesh Refineries Ltd,SVRL,543373,Equity,Active,M ,10,INE0HLJ01013,Shri Venkatesh Refineries Limited
Aditya Birla Sun Life AMC Ltd,ABSLAMC,543374,Equity,Active,A ,5,INE404A01024,Aditya Birla Sun Life AMC Limited
Promax Power Ltd,PROMAX,543375,Equity,Active,M ,10,INE0I2F01015,Promax Power Limited
Samor Reality Ltd,SAMOR,543376,Equity,Active,B ,10,INE0GD201014,Samor Reality Limited
Adishakti Loha and Ispat Ltd,ADISHAKTI,543377,Equity,Active,M ,10,INE0CWK01019,Adishakti Loha and Ispat Limited
CWD Ltd,CWD,543378,Equity,Active,MS,10,INE0H8H01019,CWD Limited
ICICI Prudential Nifty India Consumption ETF,CONSUMIETF,543383,Equity,Active,B ,10,INF109KC1V42,ICICI Prudential Mutual Fund
FSN E-Commerce Ventures Ltd,NYKAA,543384,Equity,Active,A ,1,INE388Y01029,FSN E-Commerce Ventures Limited
Fino Payments Bank Ltd,FINOPB,543386,Equity,Active,B ,10,INE02NC01014,Fino Payments Bank Limited
S.J.S. Enterprises Ltd,SJS,543387,Equity,Active,A ,10,INE284S01014,S.J.S. Enterprises Limited
DSP Nifty 50 Equal Weight ETF,EQUAL50ADD,543388,Equity,Active,B ,10,INF740KA1QK2,DSP Mutual Fund
Sigachi Industries Ltd,SIGACHI,543389,Equity,Active,B ,1,INE0D0K01022,Sigachi Industries Limited
PB Fintech Ltd,POLICYBZR,543390,Equity,Active,A ,2,INE417T01026,PB Fintech Limited
Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,543391,Equity,Active,M ,10,INE07GA01011,Suyog Gurbaxani Funicular Ropeways Limited
One 97 Communications Ltd,PAYTM,543396,Equity,Active,A ,1,INE982J01020,One 97 Communications Limited
Sapphire Foods India Ltd,SAPPHIRE,543397,Equity,Active,A ,2,INE806T01020,Sapphire Foods India Limited
Latent View Analytics Ltd,LATENTVIEW,543398,Equity,Active,A ,1,INE0I7C01011,Latent View Analytics Limited
Tarsons Products Ltd,TARSONS,543399,Equity,Active,B ,2,INE144Z01023,Tarsons Products Limited
Omnipotent Industries Ltd,OMNIPOTENT,543400,Equity,Active,M ,10,INE0JFE01012,Omnipotent Industries Limited
Go Fashion (India) Ltd,GOCOLORS,543401,Equity,Active,B ,10,INE0BJS01011,Go Fashion (India) Limited
DMR Engineering Ltd,DMR,543410,Equity,Active,M ,10,INE07L501010,DMR ENGINEERING LIMITED
Hi-Tech Pipes Ltd,HITECH,543411,Equity,Active,B ,1,INE106T01025,HI-TECH PIPES LIMITED
Star Health and Allied Insurance Company Ltd,STARHEALTH,543412,Equity,Active,A ,10,INE575P01011,Star Health and Allied Insurance Company Limited
Tega Industries Ltd,TEGA,543413,Equity,Active,A ,10,INE011K01018,Tega Industries Limited
Mirae Asset Hang Seng TECH ETF,MAHKTECH,543414,Equity,Active,B ,10,INF769K01HS7,Mirae Asset Mutual Fund
Anand Rathi Wealth Ltd,ANANDRATHI,543415,Equity,Active,A ,5,INE463V01026,Anand Rathi Wealth Limited
Zodiac Energy Ltd,ZODIAC,543416,Equity,Active,B ,10,INE761Y01019,Zodiac Energy Limited
RateGain Travel Technologies Ltd,RATEGAIN,543417,Equity,Active,A ,1,INE0CLI01024,RateGain Travel Technologies Limited
Shriram Properties Ltd,SHRIRAMPPS,543419,Equity,Active,B ,10,INE217L01019,Shriram Properties Limited
Jet Freight Logistics Ltd,JETFREIGHT,543420,Equity,Active,B ,5,INE982V01025,Jet Freight Logistics Limited
C.E. Info Systems Ltd,MAPMYINDIA,543425,Equity,Active,A ,2,INE0BV301023,C.E. Info Systems Limited
Metro Brands Ltd,METROBRAND,543426,Equity,Active,A ,5,INE317I01021,Metro Brands Limited
Medplus Health Services Ltd,MEDPLUS,543427,Equity,Active,A ,2,INE804L01022,Medplus Health Services Limited
Data Patterns (India) Ltd,DATAPATTNS,543428,Equity,Active,A ,2,INE0IX101010,Data Patterns (India) Limited
HP Adhesives Ltd,HPAL,543433,Equity,Active,B ,2,INE0GSL01024,HP Adhesives Limited
Supriya Lifescience Ltd,SUPRIYA,543434,Equity,Active,A ,2,INE07RO01027,Supriya Lifescience Limited
Clara Industries Ltd,CLARA,543435,Equity,Active,M ,10,INE0JJS01014,CLARA INDUSTRIES LIMITED
Wherrelz IT Solutions Ltd,WITS,543436,Equity,Active,TS,10,INE0IM001015,Wherrelz IT Solutions Limited
Motilal Oswal Nasdaq Q 50 ETF,MONQ50,543437,Equity,Active,B ,10,INF247L01AU3,Motilal Oswal Mutual Fund
DSP Nifty Midcap 150 Quality 50 ETF,MIDQ50ADD,543438,Equity,Active,B ,10,INF740KA1QL0,DSP Mutual Fund
DSP Nifty 50 ETF,NIFTYADD,543440,Equity,Active,B ,10,INF740KA1CL0,DSP Mutual Fund
CMS Info Systems Ltd,CMSINFO,543441,Equity,Active,A ,10,INE925R01014,CMS Info Systems Limited
Brand Concepts Ltd,BCONCEPTS,543442,Equity,Active,B ,10,INE977Y01011,Brand Concepts Limited
Ascensive Educare Ltd,ASCENSIVE,543443,Equity,Active,MS,1,INE0E4I01027,Ascensive Educare Limited
Fabino Enterprises Ltd,FABINO,543444,Equity,Active,M ,10,INE0DRT01018,FABINO ENTERPRISES LIMITED
Wonder Electricals Ltd,WEL,543449,Equity,Active,B ,1,INE02WG01024,WONDER ELECTRICALS LIMITED
ICICI Prudential Nifty Auto ETF,AUTOIETF,543450,Equity,Active,B ,1,INF109KC10V2,ICICI Prudential Mutual Fund
AGS Transact Technologies Ltd,AGSTRA,543451,Equity,Active,Z ,10,INE583L01014,AGS TRANSACT TECHNOLOGIES LIMITED
Alkosign Ltd,ALKOSIGN,543453,Equity,Active,M ,10,INE0KA601012,ALKOSIGN LIMITED
Mirae Asset Nifty India Manufacturing ETF,MAKEINDIA,543454,Equity,Active,B ,50,INF769K01IB1,Mirae Asset Mutual Fund
AWL Agri Business Ltd,AWL,543458,Equity,Active,A ,1,INE699H01024,AWL AGRI BUSINESS LIMITED
Quality RO Industries Ltd,QRIL,543460,Equity,Active,M ,10,INE0KAF01018,Quality RO Industries Limited
Safa Systems & Technologies Ltd,SSTL,543461,Equity,Active,M ,10,INE0JNA01014,Safa Systems & Technologies Limited
Dev Information Technology Ltd,DEVIT,543462,Equity,Active,B ,2,INE060X01034,DEV INFORMATION TECHNOLOGY LIMITED
Vedant Fashions Ltd,MANYAVAR,543463,Equity,Active,A ,1,INE825V01034,Vedant Fashions Limited
Maruti Interior Products Ltd,SPITZE,543464,Equity,Active,MT,10,INE0JSJ01014,Maruti Interior Products Limited
Motilal Oswal Nifty 200 Momentum 30 ETF,MOMOMENTUM,543465,Equity,Active,B ,2,INF247L01BK2,Motilal Oswal Mutual Fund
Softtech Engineers Ltd,SOFTTECH,543470,Equity,Active,B ,10,INE728Z01015,SoftTech Engineers Limited
Aditya Birla Sunlife Nifty IT ETF,TECH,543472,Equity,Active,B ,1,INF209KB11D8,Aditya Birla Sun Life Mutual Fund
Aditya Birla Sun Life Nifty Healthcare ETF,HEALTHY,543473,Equity,Active,B ,1,INF209KB10C2,Aditya Birla Sun Life Mutual Fund
Aditya Birla Sun Life Nifty 50 ETF,BSLNIFTY,543474,Equity,Active,B ,1,INF209KB19D1,Aditya Birla Sun Life Mutual Fund
Ekennis Software Service Ltd,EKENNIS,543475,Equity,Active,M ,10,INE0KCM01010,Ekennis Software Service Limited
Mirae Asset Nifty Midcap 150 ETF,MIDCAPETF,543481,Equity,Active,B ,5,INF769K01IC9,Mirae Asset Mutual Fund
Eureka Forbes Ltd,EUREKAFORB,543482,Equity,Active,A ,10,INE0KCE01017,Eureka Forbes Limited
Gateway Distriparks Ltd,GATEWAY,543489,Equity,Active,B ,10,INE079J01017,Gateway Distriparks Limited
GMR Power and Urban Infra Ltd,GMRP&UI,543490,Equity,Active,A ,5,INE0CU601026,GMR Power and Urban Infra Limited
Bhatia Colour Chem Ltd,BCCL,543497,Equity,Active,M ,10,INE0KQ001017,Bhatia Colour Chem Limited
Motherson Sumi Wiring India Ltd,MSUMI,543498,Equity,Active,A ,1,INE0FS801015,Motherson Sumi Wiring India Limited
Achyut Healthcare Ltd,ACHYUT,543499,Equity,Active,B ,1,INE0K1401020,Achyut Healthcare Limited
Evoq Remedies Ltd,EVOQ,543500,Equity,Active,M ,10,INE0JVD01011,Evoq Remedies Limited
Motilal Oswal BSE Low Volatility ETF,MOLOWVOL,543501,Equity,Active,B ,2,INF247L01BL0,Motilal Oswal Mutual Fund
Avro India Ltd,AVROIND,543512,Equity,Active,B ,10,INE652Z01017,Avro India Limited
Uma Exports Ltd,UMAEXPORTS,543513,Equity,Active,B ,10,INE0GIU01018,Uma Exports Limited
Veranda Learning Solutions Ltd,VERANDA,543514,Equity,Active,B ,10,INE0IQ001011,Veranda Learning Solutions Limited
Sunrise Efficient Marketing Ltd,SEML,543515,Equity,Active,M ,10,INE0KPY01017,Sunrise Efficient Marketing Limited
Dhyaani Tradeventtures Ltd,DHYAANITR,543516,Equity,Active,M ,10,INE0K5F01014,DHYAANI TRADEVENTTURES LIMITED
Hariom Pipe Industries Ltd,HARIOMPIPE,543517,Equity,Active,B ,10,INE00EV01017,Hariom Pipe Industries Limited
Eighty Jewellers Ltd,EIGHTY,543518,Equity,Active,M ,10,INE0KSN01014,Eighty Jewellers Limited
Shashwat Furnishing Solutions Ltd,SFSL,543519,Equity,Active,M ,10,INE0JMN01019,Shashwat Furnishing Solutions Limited
Global Longlife Hospital and Research Ltd,GLHRL,543520,Equity,Active,MT,10,INE0J2K01014,Global Longlife Hospital and Research Limited
Fone4 Communications (India) Ltd,FONE4,543521,Equity,Active,M ,10,INE0L3H01014,Fone4 Communications (India) Limited
Nanavati Ventures Ltd,NVENTURES,543522,Equity,Active,M ,10,INE0E5R01017,Nanavati Ventures Limited
Campus Activewear Ltd,CAMPUS,543523,Equity,Active,A ,5,INE278Y01022,Campus Activewear Limited
Rainbow Children's Medicare Ltd,RAINBOW,543524,Equity,Active,A ,10,INE961O01016,Rainbow Children's Medicare Limited
Silver Touch Technologies Ltd,SILVERTUC,543525,Equity,Active,B ,2,INE625X01026,Silver Touch Technologies Limited
Prudent Corporate Advisory Services Ltd,PRUDENT,543527,Equity,Active,A ,5,INE00F201020,Prudent Corporate Advisory Services Limited
Venus Pipes & Tubes Ltd,VENUSPIPES,543528,Equity,Active,B ,10,INE0JA001018,Venus Pipes & Tubes Limited
Delhivery Ltd,DELHIVERY,543529,Equity,Active,A ,1,INE148O01028,Delhivery Limited
Paradeep Phosphates Ltd,PARADEEP,543530,Equity,Active,A ,10,INE088F01024,Paradeep Phosphates Limited
Tierra Agrotech Ltd,TIERRA,543531,Equity,Active,X ,10,INE05CY01014,Tierra Agrotech Limited
Ethos Ltd,ETHOSLTD,543532,Equity,Active,A ,10,INE04TZ01018,ETHOS LIMITED
eMudhra Ltd,EMUDHRA,543533,Equity,Active,B ,5,INE01QM01018,eMudhra Limited
Aether Industries Ltd,AETHER,543534,Equity,Active,A ,10,INE0BWX01014,Aether Industries Limited
We Win Ltd,WEWIN,543535,Equity,Active,B ,10,INE082W01014,We Win Limited
Silver Pearl Hospitality & Luxury Spaces Ltd,SILVERPRL,543536,Equity,Active,M ,10,INE0KXN01014,Silver Pearl Hospitality & Luxury Spaces Limited
Scarnose International Ltd,SCARNOSE,543537,Equity,Active,M ,10,INE0IXR01019,Scarnose International Limited
