Company,Symbol,Scrip-code,Sector,Industry,Group,Face Value,ISIN No,Issuer Name
Deepak Fertilisers & Petrochemicals Corporation Ltd,DEEPAKFERT,500645,Equity,Active,A ,10,INE501A01019,Deepak Fertilizers &Petrochemicals
Excel Industries Ltd,EXCELINDUS,500650,Equity,Active,B ,5,INE369A01029,Excell Industries Ltd.
Garware Hi-Tech Films Ltd,GRWRHITECH,500655,Equity,Active,A ,10,INE291A01017,GARWARE HI-TECH FILMS LIMITED
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,500660,Equity,Active,A ,10,INE159A01016,GlaxoSmithkline Pharmaceuticals Ltd.
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,500670,Equity,Active,A ,10,INE113A01013,Gujarat Narmada Valley Fert.Co.Ltd
Novartis India Ltd,NOVARTIND,500672,Equity,Active,B ,5,INE234A01025,Novartis India Limited.
Sanofi India Ltd,SANOFI,500674,Equity,Active,A ,10,INE058A01010,Sanofi India Ltd
Pfizer Ltd,PFIZER,500680,Equity,Active,A ,10,INE182A01018,Pfizer Ltd.
Gujarat State Fertilizers & Chemicals Ltd,GSFC,500690,Equity,Active,A ,2,INE026A01025,Gujarat State Fertilizers & Chem.Ltd
Akzo Nobel India Ltd,AKZOINDIA,500710,Equity,Active,A ,10,INE133A01011,Akzo Nobel India Limited
NOCIL Ltd,NOCIL,500730,Equity,Active,B ,10,INE163A01018,NOCIL Ltd
Tata Chemicals Ltd,TATACHEM,500770,Equity,Active,A ,10,INE092A01019,Tata Chemicals Ltd
Tamilnadu Petroproducts Ltd,TNPETRO,500777,Equity,Active,B ,10,INE148A01019,Tamilnadu Petroproducts Ltd
Zuari Industries Ltd,ZUARIIND,500780,Equity,Active,B ,10,INE217A01012,Zuari Industries Limited
Nestle India Ltd,NESTLEIND,500790,Equity,Active,A ,1,INE239A01024,Nestle India Ltd.
Tata Consumer Products Ltd,TATACONSUM,500800,Equity,Active,A ,1,INE192A01025,TATA CONSUMER PRODUCTS LIMITED
Asian Paints Ltd,ASIANPAINT,500820,Equity,Active,A ,1,INE021A01026,Asian Paints Ltd.
Britannia Industries Ltd,BRITANNIA,500825,Equity,Active,A ,1,INE216A01030,Britannia Industries Ltd.
Colgate Palmolive (India) Ltd,COLPAL,500830,Equity,Active,A ,1,INE259A01022,Colgate-Palmolive (India) Ltd.
EIH Ltd,EIHOTEL,500840,Equity,Active,A ,2,INE230A01023,EIH Ltd
Indian Hotels Company Ltd,INDHOTEL,500850,Equity,Active,A ,1,INE053A01029,Indian Hotels Co. Ltd
Castrol India Ltd,CASTROLIND,500870,Equity,Active,A ,5,INE172A01027,Castrol India Ltd
ITC Ltd,ITC,500875,Equity,Active,A ,1,INE154A01025,ITC Ltd
Apollo Tyres Ltd,APOLLOTYRE,500877,Equity,Active,A ,1,INE438A01022,Apollo Tyres Ltd
Ceat Ltd,CEATLTD,500878,Equity,Active,A ,10,INE482A01020,Ceat Ltd.
Modi Rubber Ltd,MODIRUBBER,500890,Equity,Active,B ,10,INE832A01018,Modi Rubber Ltd.
Finolex Industries Ltd,FINPIPE,500940,Equity,Active,A ,2,INE183A01024,Finolex Industries Ltd.
Sunrise Industrial Traders Ltd,SUNRINV,501110,Equity,Active,XT,10,INE371U01015,Sunrise Industrial Traders Ltd.
Gold Rock Investments Ltd,ZGOLDINV,501111,Equity,Active,XT,10,INE598F01014,Gold Rock Investments Ltd.
Peoples Investments Ltd,PEOPLIN,501144,Equity,Active,XT,10,INE644U01015,Peoples Investments Ltd.
Dalal Street Investments Ltd,DSINVEST,501148,Equity,Active,XT,10,INE422D01012,Dalal Street Investments Ltd.
Centrum Capital Ltd,CENTRUM,501150,Equity,Active,B ,1,INE660C01027,Centrum Capital Limited
Kartik Investments Trust Ltd,KARTKIN,501151,Equity,Active,XT,10,INE524U01019,Kartik Investments Trust Ltd.
TCI Finance Ltd,TCIFINANCE,501242,Equity,Active,B ,10,INE911B01018,TCI Finance Limited
Antariksh Industries Ltd,ANTARIKSH,501270,Equity,Active,XT,10,INE825M01017,ANTARIKSH INDUSTRIES LIMITED
Industrial Investment Trust Ltd,IITL,501295,Equity,Active,B ,10,INE886A01014,Industrial Investment Trust Ltd.
Industrial & Prudential Investment Company Ltd,INDPRUD,501298,Equity,Active,B ,10,INE620D01011,Industrial & Prudential Inv. Co. Lt
Tata Investment Corporation Ltd,TATAINVEST,501301,Equity,Active,A ,1,INE672A01026,Tata Investment Corporation Ltd.
Jayabharat Credit Ltd,JAYBHCR,501311,Equity,Active,X ,10,INE998D01011,Jayabharat Credit Ltd.
Prismx Global Ventures Ltd,PRISMX,501314,Equity,Active,X ,1,INE286N01028,PRISMX GLOBAL VENTURES LIMITED
Motor & General Finance Ltd,MOTOGENFIN,501343,Equity,Active,B ,5,INE861B01023,Motor & General Finance (M.G.F.) Lt
Rapid Investments Ltd,RAPIDIN,501351,Equity,Active,X ,10,INE154M01012,Rapid Investments Ltd.
Walchand Peoplefirst Ltd,WALCHPF,501370,Equity,Active,X ,10,INE695D01021,Walchand Peoplefirst Limited
E & E Enterprises Ltd,EENTER,501386,Equity,Active,XT,10,INE094R01019,E and E ENTERPRISES LIMITED
WH Brady & Company Ltd,WHBRADY,501391,Equity,Active,X ,10,INE855A01019,W.H. Brady & Co. Ltd.
TechNVision Ventures Ltd,TECHNVISN,501421,Equity,Active,X ,10,INE314H01012,TechNVision Ventures Limited
Shaily Engineering Plastics Ltd,SHAILY,501423,Equity,Active,A ,2,INE151G01028,Shaily Engineering Plastics Ltd.
The Bombay Burmah Trading Corporation Ltd,BBTC,501425,Equity,Active,A ,2,INE050A01025,The Bombay Burmah Trading Corporation Ltd.
Bombay Cycle & Motor Agency Ltd,BOMBCYC,501430,Equity,Active,X ,10,INE691K01017,Bombay Cycle & Motor Agency Ltd.
Greaves Cotton Ltd,GREAVESCOT,501455,Equity,Active,A ,2,INE224A01026,Greaves Cotton Ltd.
Muller & Phipps India Ltd,MULLER,501477,Equity,Active,X ,10,INE003F01015,Muller & Phipps (India) Ltd.
Springform Technology Ltd,SFTL,501479,Equity,Active,P ,10,INE02ZA01012,SPRINGFORM TECHNOLOGY LIMITED
Amalgamated Electricity Company Ltd,AMALGAM,501622,Equity,Active,X ,5,INE492N01022,Amalgamated Electricity Co. Ltd.
Anand Projects Ltd,ANANDPROJ,501630,Equity,Active,XT,10,INE134R01013,Anand Projects Ltd
IndiaNivesh Ltd,INDIANVSH,501700,Equity,Active,X ,1,INE131H01028,India Nivesh Limited
Coastal Corporation Ltd,COASTCORP,501831,Equity,Active,B ,2,INE377E01024,Coastal Corporation Limited
Chowgule Steamships Ltd,CHOWGULSTM,501833,Equity,Active,X ,10,INE490A01015,Chowgule Steamships Ltd.
Global Offshore Services Ltd,GLOBOFFS,501848,Equity,Active,X ,10,INE446C01013,Global Offshore Services Ltd
Dhenu Buildcon Infra Ltd,DHENUBUILD,501945,Equity,Active,Z ,1,INE758D01027,Dhenu Buildcon Infra Limited
ASI Industries Ltd,ASIIL,502015,Equity,Active,X ,1,INE443A01030,ASI INDUSTRIES LIMITED
Sagar Cements Ltd,SAGCEM,502090,Equity,Active,B ,2,INE229C01021,Sagar Cements Ltd
Deccan Cements Ltd,DECCANCE,502137,Equity,Active,B ,5,INE583C01021,Deccan Cements Ltd.
Mangalam Cement Ltd,MANGLMCEM,502157,Equity,Active,B ,10,INE347A01017,Mangalam Cement Ltd.
NCL Industries Ltd,NCLIND,502168,Equity,Active,B ,10,INE732C01016,NCL Industries Limited
Saurashtra Cement Ltd,SAURASHCEM,502175,Equity,Active,B ,10,INE626A01014,Saurashtra Cement Limited
Shree Digvijay Cement Company Ltd,SHREDIGCEM,502180,Equity,Active,B ,10,INE232A01011,Shree Digvijay Cement Co. Ltd.
Borosil Renewables Ltd,BORORENEW,502219,Equity,Active,A ,1,INE666D01022,BOROSIL RENEWABLES LIMITED
Lerthai Finance Ltd,LERTHAI,502250,Equity,Active,XT,10,INE347D01011,LERTHAI FINANCE LIMITED
Raasi Refractories Ltd,RASSIREF,502271,Equity,Active,XT,10,INE858D01017,Raasi Refractories Limited.
Triveni Glass Ltd,TRIVENIGQ,502281,Equity,Active,X ,10,INE094C01011,Triveni Glass Ltd.
Nilachal Refractories Ltd,NILACHAL,502294,Equity,Active,X ,10,INE416N01013,Nilachal Refractories Ltd.
Andhra Paper Ltd,ANDHRAPAP,502330,Equity,Active,B ,2,INE435A01051,ANDHRA PAPER LIMITED
Balkrishna Industries Ltd,BALKRISIND,502355,Equity,Active,A ,2,INE787D01026,Balkrishna Industries Ltd.
Orient Paper & Industries Ltd,ORIENTPPR,502420,Equity,Active,B ,1,INE592A01026,Orient Paper & Industries Ltd.
Citadel Realty and Developers Ltd,CITADEL,502445,Equity,Active,X ,10,INE906D01014,Citadel Realty And Developers Limited
Rollatainers Ltd,ROLLT,502448,Equity,Active,T ,1,INE927A01040,Rollatainters Ltd.
Seshasayee Paper and Boards Ltd,SESHAPAPER,502450,Equity,Active,B ,2,INE630A01024,Seshasayee Paper & Boards Ltd.
Nath Industries Ltd,NATHIND,502587,Equity,Active,X ,10,INE777A01023,NATH INDUSTRIES LIMITED
Vapi Enterprise Ltd,VAPIENTER,502589,Equity,Active,X ,10,INE464D01014,VAPI ENTERPRISE LIMITED
DCM Ltd,DCM,502820,Equity,Active,B ,10,INE498A01018,DCM Ltd.
Gaekwar Mills Ltd ,ZGAEKWAR,502850,Equity,Active,X ,10,INE837X01027,Gaekwar Mills Ltd.
Forbes & Company Ltd,FORBESCO,502865,Equity,Active,X ,10,INE518A01013,Forbes & Company Ltd
HP Cotton Textile Mills Ltd,HPCOTTON,502873,Equity,Active,X ,10,INE950C01014,H.P. Cotton Textile Mills Ltd.
United Interactive Ltd,UNITEDINT,502893,Equity,Active,X ,10,INE706D01018,United Interactive Limited
Jamshri Realty Ltd,JAMSHRI,502901,Equity,Active,X ,10,INE462D01034,JAMSHRI REALTY LIMITED
Katare Spinning Mills Ltd,KATRSPG,502933,Equity,Active,X ,10,INE498G01015,Katare Spinning Mills Ltd.
Kesoram Industries Ltd,KESORAMIND,502937,Equity,Active,A ,10,INE087A01019,Kesoram Industries Ltd
Lakshmi Mills Company Ltd,LAKSHMIMIL,502958,Equity,Active,X ,100,INE938C01019,Lakshmi Mills Company ltd
Vardhman Textiles Ltd,VTL,502986,Equity,Active,A ,2,INE825A01020,Vardhman Textiles Limted
Peninsula Land Ltd,PENINLAND,503031,Equity,Active,B ,2,INE138A01028,Peninsula Land Limited
Pasupati Spinning & Weaving Mills Ltd,PASUSPG,503092,Equity,Active,X ,10,INE909B01020,Pasupati Spg. & Wvg. Mills Ltd.
The Phoenix Mills Ltd,PHOENIXLTD,503100,Equity,Active,A ,2,INE211B01039,The Phoenix Mills Ltd.
Marathon Nextgen Realty Ltd,MARATHON,503101,Equity,Active,B ,5,INE182D01020,Marathon Nextgen Realty Ltd
Raja Bahadur International Ltd,RAJABAH,503127,Equity,Active,X ,100,INE491N01016,Raja Bahadur International Ltd
Reliance Chemotex Industries Ltd,RELCHEMQ,503162,Equity,Active,B ,10,INE750D01016,Reliance Chemotex Industries Ltd.
Ruby Mills Ltd,RUBYMILLS,503169,Equity,Active,B ,5,INE301D01026,Ruby Mills Ltd.
Simplex Realty Ltd,SIMPLXREA,503229,Equity,Active,X ,10,INE167H01014,Simplex Realty Limited
Swan Corp Ltd,SWANCORP,503310,Equity,Active,A ,1,INE665A01038,Swan Corp Limited
Victoria Mills Ltd,VICTMILL,503349,Equity,Active,X ,100,INE203D01016,Victoria Mills Ltd.
SV Trading & Agencies Ltd ,ZSVTRADI,503622,Equity,Active,XT,10,INE404N01019,S.V. Trading & Agencies Ltd.
Svaraj Trading & Agencies Ltd ,ZSVARAJT,503624,Equity,Active,XT,10,INE406N01014,Svaraj Trading & Agencies Ltd.
Kshitij Investments Ltd,KSHITIJ,503626,Equity,Active,X ,10,INE733N01011,Kshitij Investments Ltd
Shree Salasar Investments Ltd,SALSAIN,503635,Equity,Active,XT,10,INE315N01017,Shree Salasar Investment Ltd.
Indsoya Ltd,INDSOYA,503639,Equity,Active,XT,5,INE314N01028,Indsoya Limited
Zodiac Ventures Ltd,ZODIACVEN,503641,Equity,Active,X ,1,INE945J01027,Zodiac Ventures Limited
Veer Energy & Infrastructure Ltd,VEERENRGY,503657,Equity,Active,X ,10,INE255E01030,Veer Energy & Infrastructure Limited
SW Investments Ltd,SW1,503659,Equity,Active,XT,10,INE948K01011,SW Investments Limited
Tilak Ventures Ltd,TILAK,503663,Equity,Active,X ,1,INE026L01022,Tilak Ventures Limited
Unijolly Investments Company Ltd,UNIJOLL,503671,Equity,Active,XT,10,INE130N01010,Unijolly Investments Co. Ltd.
Wagend Infra Venture Ltd,WAGEND,503675,Equity,Active,X ,2,INE786K01023,Wagend Infra Venture Limited
EL CID Investments Ltd,ELCIDIN,503681,Equity,Active,B ,10,INE927X01018,Elcid Investments Ltd.
Mediaone Global Entertainment Ltd,MEDIAONE,503685,Equity,Active,Z ,10,INE828I01019,Mediaone Global Entertainment Limited
Healthy Investments Ltd,HEALINV,503689,Equity,Active,XT,10,INE160N01017,Healthy Investments Ltd.
Shreenath Investment Company Ltd,SHRENTI,503696,Equity,Active,XT,10,INE475V01012,Shreenath Investments Co. Ltd.
Banswara Syntex Ltd,BANSWRAS,503722,Equity,Active,B ,5,INE629D01020,Banswara Syntex Ltd.
Modella Woollens Ltd,MODWOOL,503772,Equity,Active,X ,10,INE380D01012,Modella Woollens Ltd.
Modipon Ltd,MODIPON,503776,Equity,Active,X ,10,INE170C01019,Modipon Ltd.
Shri Dinesh Mills Ltd,SHRIDINE,503804,Equity,Active,X ,10,INE204C01024,Shri Dinesh Mills Ltd.
SRF Ltd,SRF,503806,Equity,Active,A ,10,INE647A01010,SRF Ltd.
Siyaram Silk Mills Ltd,SIYSIL,503811,Equity,Active,B ,2,INE076B01028,Siyaram Silk Mills Ltd.
Swadeshi Polytex Ltd,SWADPOL,503816,Equity,Active,X ,1,INE243N01029,Swadeshi Polytex Ltd.
Shree Rajasthan Syntex Ltd,SHRAJSYNQ,503837,Equity,Active,X ,10,INE796C01011,Shree Rajasthan Syntex Ltd.
Shree Manufacturing Company Ltd,SHRMFGC,503863,Equity,Active,XT,10,INE632A01012,Shree Manufacturing Co. Ltd.
Satyam Silk Mills Ltd,ZSATYASL,503893,Equity,Active,XT,10,INE07MC01015,Satyam Silk Mills Ltd
Bharat Bijlee Ltd,BBL,503960,Equity,Active,A ,5,INE464A01036,Bharat Bijlee Ltd.
Elpro International Ltd,ELPROINTL,504000,Equity,Active,B ,1,INE579B01039,Elpro International Ltd.
GEE Ltd,GEE,504028,Equity,Active,X ,2,INE064H01021,GEE Ltd.
Hind Rectifiers Ltd,HIRECT,504036,Equity,Active,B ,2,INE835D01023,Hind Rectifiers Ltd.
Indo National Ltd,NIPPOBATRY,504058,Equity,Active,B ,5,INE567A01028,Indo National Limited
Zensar Technologies Ltd,ZENSARTECH,504067,Equity,Active,A ,2,INE520A01027,Zensar Technologies Ltd.
Jyoti Ltd,JYOTI,504076,Equity,Active,X ,10,INE511D01012,Jyoti Ltd.
JSL Industries Ltd,JSLINDL,504080,Equity,Active,X ,10,INE581L01018,JSL Industries Ltd.
Kaycee Industries Ltd,KAYCEEI,504084,Equity,Active,X ,10,INE813G01023,Kaycee Industries Ltd.
Indokem Ltd,INDOKEM,504092,Equity,Active,T ,10,INE716F01012,Indokem Ltd
Panasonic Energy India Company Ltd,PANAENERG,504093,Equity,Active,X ,10,INE795A01017,Panasonic Energy India Co. Ltd.
Nelco Ltd,NELCO,504112,Equity,Active,B ,10,INE045B01015,Nelco Ltd
Permanent Magnets Ltd,PERMAGN,504132,Equity,Active,X ,10,INE418E01018,Permanent Magnets Ltd.
High Energy Batteries India Ltd,HIGHENE,504176,Equity,Active,X ,2,INE783E01023,High Energy Batteries (India) Ltd.
Standard Batteries Ltd,STDBAT,504180,Equity,Active,XT,1,INE502C01039,Standard Batteries Ltd.
Universal Cables Ltd,UNIVCABLES,504212,Equity,Active,B ,10,INE279A01012,Universal Cables Ltd.
W. S. Industries (India) Ltd,WSI,504220,Equity,Active,B ,10,INE100D01014,W.S. Industries (India) Ltd.
Delton Cables Ltd,DLTNCBL,504240,Equity,Active,X ,10,INE872E01016,Delton Cables Ltd.
Lakshmi Electrical Control Systems Ltd,LAKSELEC,504258,Equity,Active,X ,10,INE284C01018,Lakshmi Electrical Control Systems
Modulex Construction Technologies Ltd,MODULEX,504273,Equity,Active,Z ,10,INE064R01012,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED
Delta Manufacturing Ltd,DELTAMAGNT,504286,Equity,Active,B ,10,INE393A01011,DELTA MANUFACTURING LIMITED
Longspur International Ventures Ltd,LONGSPUR,504340,Equity,Active,X ,10,INE180M01033,Longspur International Ventures Limited
Ravindra Energy Ltd,RELTD,504341,Equity,Active,B ,10,INE206N01018,RAVINDRA ENERGY LIMITED
RRP Semiconductor Ltd,RRP,504346,Equity,Active,X ,10,INE713N01013,RRP SEMICONDUCTOR LIMITED
Empower India Ltd,EMPOWER,504351,Equity,Active,X ,1,INE507F01023,Empower India Limited
Multipurpose Trading & Agencies Ltd,ZMULTIPU,504356,Equity,Active,X ,10,INE017P01014,Multipurpose Trading & Agencies Ltd
Ridhi Synthetics Ltd,RIDHISYN,504365,Equity,Active,XT,10,INE07LK01010,Ridhi Synthetics Ltd.
Grandma Trading & Agencies Ltd ,GRANDMA,504369,Equity,Active,X ,1,INE927M01029,Grandma Trading & Agencies Ltd.
Ardi Investments & Trading Company Ltd,ZARDIINV,504370,Equity,Active,XT,10,INE0LKP01014,Ardi Investment & Trading Ltd.
Softbpo Global Services Ltd,SOFTBPO,504375,Equity,Active,P ,10,INE459E01012,Softbpo Global Services Ltd.
Nyssa Corporation Ltd,NYSSACORP,504378,Equity,Active,X ,1,INE812K01027,Nyssa Corporation Limited
Flomic Global Logistics Ltd,FLOMIC,504380,Equity,Active,X ,10,INE952M01019,FLOMIC GLOBAL LOGISTICS LIMITED
Krishna Ventures Ltd,KRISHNA,504392,Equity,Active,XT,10,INE537L01010,Krishna Ventures Limited
Ganesh Holdings Ltd,GANHOLD,504397,Equity,Active,XT,10,INE932M01011,Ganesh Holding Ltd.
SJ Corporation Ltd,SJCORP,504398,Equity,Active,XT,1,INE312B01027,SJ Corporation Limited
Uni Abex Alloy Products Ltd,UNIABEXAL,504605,Equity,Active,X ,10,INE361D01012,Uni-Abex Alloy Products Ltd.
Sarda Energy & Minerals Ltd,SARDAEN,504614,Equity,Active,A ,1,INE385C01021,Sarda Energy & Minerals Ltd
Bhagwati Autocast Ltd,BGWTATO,504646,Equity,Active,X ,10,INE106G01014,Bhagwati Autocast Limited
Bombay Wire Ropes Ltd,BOMBWIR,504648,Equity,Active,X ,1,INE089T01023,Bombay Wire Ropes Ltd.
Chase Bright Steel Ltd,CHASBRT,504671,Equity,Active,Y ,10,NA          ,Chase Bright Steel Co. Ltd.
Galada Power & Telecommunication Ltd,GALADA,504697,Equity,Active,XT,10,INE255C01026,Galada Power & Communication Ltd.
Azad India Mobility Ltd,AZADIND,504731,Equity,Active,X ,10,INE566M01017,AZAD INDIA MOBILITY LIMITED
Indian Hume Pipe Company Ltd,INDIANHUME,504741,Equity,Active,B ,2,INE323C01030,Indian Hume Pipe Co. Ltd.
Indian Link Chain Manufacturers Ltd,INLCM,504746,Equity,Active,XT,10,INE359D01024,Indian Link Chain Mnfrs. Ltd.
Investment & Precision Castings Ltd,INVPRECQ,504786,Equity,Active,X ,10,INE155E01016,Investment & Precision Castings Ltd
Informed Technologies India Ltd,INFORTEC,504810,Equity,Active,X ,10,INE123E01014,Informed Technologies India Ltd.
Kaira Can Company Ltd,KAIRA,504840,Equity,Active,X ,10,INE375D01012,Kaira Can Co. Ltd.
Orient Ceratech Ltd,ORIENTCER,504879,Equity,Active,B ,1,INE569C01020,ORIENT CERATECH LIMITED
National Standard (India) Ltd,NATIONSTD,504882,Equity,Active,B ,10,INE166R01015,National Standard (India) Limited
Rathi Steel & Power Ltd,RATHIST,504903,Equity,Active,X ,10,INE336C01016,Rathi Steel & Power Ltd
Duncan Engineering Ltd,DUNCANENG,504908,Equity,Active,X ,10,INE340F01011,Duncan Engineering Limited
Sandur Manganese & Iron Ores Ltd,SANDUMA,504918,Equity,Active,B ,10,INE149K01016,Sandur Manganese & Iron Ores Ltd.
Stovec Industries Ltd,STOVACQ,504959,Equity,Active,X ,10,INE755D01015,Stovec Industries Ltd.
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,504973,Equity,Active,A ,1,INE149A01033,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED
Welcast Steels Ltd,ZWELCAST,504988,Equity,Active,X ,10,INE380G01015,Welcast Steels Ltd.
Western Ministil Ltd,WMINIMT,504998,Equity,Active,P ,10,INE187U01015,Western Ministil Ltd.
Automotive Axles Ltd,AUTOAXLES,505010,Equity,Active,B ,10,INE449A01011,Automotive Axles Ltd.
Atlas Cycles (Haryana) Ltd,ATLASCYCLE,505029,Equity,Active,B ,5,INE446A01025,Atlas Cycles (Haryana) Ltd.
Automobile Products of India Ltd,AUTOPRD,505032,Equity,Active,XT,1,INE0NY101012,Automobile Products of India Ltd.
Automobile Corporation of Goa Ltd,ACGL,505036,Equity,Active,B ,10,INE451C01013,Automobile Corpn. of Goa Ltd.
Setco Automotive Ltd,SETCO,505075,Equity,Active,B ,2,INE878E01021,Setco Automotive Limited
India Radiators Ltd,INRADIA,505100,Equity,Active,XT,10,INE461Y01016,India Radiators Ltd.
Talbros Automotive Components Ltd,TALBROAUTO,505160,Equity,Active,B ,2,INE187D01029,Talbros Automotive Components Ltd.
ZF Steering Gear India Ltd,ZFSTEERING,505163,Equity,Active,X ,10,INE116C01012,Z.F. Steering Gear (India) Limited
SML Mahindra Ltd,SMLMAH,505192,Equity,Active,B ,10,INE294B01019,SML Mahindra Limited
TIL Ltd,TIL,505196,Equity,Active,B ,10,INE806C01018,TIL Ltd.
Eicher Motors Ltd,EICHERMOT,505200,Equity,Active,A ,1,INE066A01021,Eicher Motors Ltd.
Jainex Aamcol Ltd,JAINEX,505212,Equity,Active,X ,10,INE280F01019,JAINEX AAMCOL LTD.
Alfred Herbert India Ltd,ALFREDHE,505216,Equity,Active,X ,10,INE782D01027,Alfred Herbert (India) Ltd.
Veljan Denison Ltd,VELJAN,505232,Equity,Active,X ,10,INE232E01013,Veljan Denison Limited
Dynamatic Technologies Ltd,DYNAMATECH,505242,Equity,Active,B ,10,INE221B01012,Dynamatic Technologies Ltd.
G. G. Dandekar Properties Ltd,GGDPROP,505250,Equity,Active,X ,1,INE631D01026,G. G. Dandekar Properties Limited
GMM Pfaudler Ltd,GMMPFAUDLR,505255,Equity,Active,A ,2,INE541A01023,GMM Pfaudler Ltd.
Kirloskar Pneumatic Company Ltd,KIRLPNU,505283,Equity,Active,A ,2,INE811A01020,Kirloskar Pneumatic Co.Ltd.
Tulive Developers Ltd,TULIVE,505285,Equity,Active,XT,10,INE637D01015,Tulive Developers Limited
KPT Industries Ltd,KPT,505299,Equity,Active,X ,5,INE731D01024,KPT INDUSTRIES LIMITED
Lakshmi Engineering And Warehousing Ltd,LAKSHMIEW,505302,Equity,Active,X ,100,INE718M01022,LAKSHMI ENGINEERING AND WAREHOUSING LIMITED
Lynx Machinery & Commercials Ltd,LYNMC,505320,Equity,Active,XT,10,INE732D01014,Lynx Machinery & Commercials Ltd.
Manugraph India Ltd,MANUGRAPH,505324,Equity,Active,B ,2,INE867A01022,Manugraph India Ltd
Harshil Agrotech Ltd,HARSHILAGR,505336,Equity,Active,X ,1,INE098E01026,HARSHIL AGROTECH LIMITED
Monotype India Ltd ,MONOT,505343,Equity,Active,X ,1,INE811D01024,Monotype India Ltd.
NESCO Ltd,NESCO,505355,Equity,Active,B ,2,INE317F01035,Nesco Ltd
Integra Engineering India Ltd,INTEGRAEN,505358,Equity,Active,X ,1,INE984B01023,Integra Engineering India Ltd.
Semac Construction Ltd,SEMAC,505368,Equity,Active,B ,10,INE617A01013,Semac Construction Limited
Texmaco Infrastructure & Holdings Ltd,TEXINFRA,505400,Equity,Active,B ,1,INE435C01024,Texmaco Infrastructure & Holdings Ltd
Wendt (India) Ltd,WENDT,505412,Equity,Active,B ,10,INE274C01019,Wendt (India) Ltd.
PS IT Infrastructure & Services Ltd,PSITINFRA,505502,Equity,Active,X ,10,INE953M01033,PS IT Infrastructure & Services Limited
GHV Infra Projects Ltd,GHVINFRA,505504,Equity,Active,XT,5,INE809Q01020,GHV INFRA PROJECTS LIMITED
Responsive Industries Ltd,RESPONIND,505509,Equity,Active,B ,1,INE688D01026,Responsive Industries Ltd
Shyamkamal Investments Ltd ,SHYMINV,505515,Equity,Active,X ,10,INE203N01015,Shyamkamal Investments Ltd.
Hem Holdings & Trading Ltd,ZHEMHOLD,505520,Equity,Active,XT,10,INE721U01011,HEM Holdings and Trading Ltd.
Maharashtra Corporation Ltd,MAHACORP,505523,Equity,Active,X ,1,INE272E01027,Maharashtra Corporation Ltd.
Dolat Algotech Ltd,DOLATALGO,505526,Equity,Active,B ,1,INE966A01022,DOLAT ALGOTECH LIMITED
Westlife Foodworld Ltd,WESTLIFE,505533,Equity,Active,A ,2,INE274F01020,WESTLIFE FOODWORLD LIMITED
Zee Entertainment Enterprises Ltd,ZEEL,505537,Equity,Active,A ,1,INE256A01028,Zee Entertainment Enterprises Ltd.
Kovalam Investment & Trading Company Ltd ,ZKOVALIN,505585,Equity,Active,X ,10,INE735U01011,Kovalam Inv. & Trading Co.Ltd.
SVP Global Textiles Ltd,SVPGLOB,505590,Equity,Active,B ,1,INE308E01029,SVP GLOBAL TEXTILES LIMITED
Multiplus Holdings Ltd,MULTIIN,505594,Equity,Active,XT,10,INE886E01016,Multiplus Holdings Ltd.
Skyline Millars Ltd,SKYLMILAR,505650,Equity,Active,X ,1,INE178E01026,Skyline Millars Ltd
Bimetal Bearings Ltd,BIMETAL,505681,Equity,Active,X ,10,INE469A01019,Bimetal Bearings Ltd
Taparia Tools Ltd,TAPARIA,505685,Equity,Active,XT,10,INE614R01014,Taparia Tools Ltd.
Bharat Gears Ltd,BHARATGEAR,505688,Equity,Active,B ,10,INE561C01019,Bharat Gears Ltd.
Brady & Morris Engineering Company Ltd,BRADYM,505690,Equity,Active,X ,10,INE856A01017,Brady & Morris Engineering Co. Ltd.
La Tim Metal & Industries Ltd,LATIMMETAL,505693,Equity,Active,X ,1,INE501N01020,La Tim Metal & Industries Limited
Elecon Engineering Company Ltd,ELECON,505700,Equity,Active,A ,1,INE205B01031,Elecon Engineering Co.Ltd.
